"Name","LastKnownName","UEN","SocietyRegisteredAddress","RegisteredDate"
"Amber Residents' Network","","T22SS0147G","405 JOO CHIAT ROAD, JOO CHIAT COMMUNITY CLUB, Singapore 427633","2022-12-02"
"American Association of Singapore","","S61SS0041K","56A BOAT QUAY, BOAT QUAY CONSERVATION AREA, Singapore 049845","1961-12-30"
"American Chamber of Commerce in Singapore, The","Singhapore American Business Council","S73SS0049B","1 SCOTTS ROAD, #23-03 SHAW CENTRE, Singapore 228208","1973-12-28"
"American Club, The","","S61SS0073F","21 Scotts Road, Singapore 228219","1961-09-19"
"American Dragons (Singapore)","","T13SS0049K","52 BAYSHORE ROAD, #09-02 BAYSHORE PARK, Singapore 469978","2013-04-02"
"American Society of Civil Engineers - Singapore Section","","T12SS0067A","5001 BEACH ROAD, #06-12 GOLDEN MILE COMPLEX, Singapore 199588","2012-04-20"
"American Society of Mechanical Engineers, Singapore Section, The","The American Society of Mechanical Engineers, Singapore Chapter","S91SS0022E","1010 DOVER ROAD, #01-50V Singapore Polytechnic Graduates' Guild, Singapore 139658","1991-03-22"
"American Women's Association of Singapore","Women's Auxiliary Of The American Association Of Singapore","S63SS0031D","1 KIM SENG PROMENADE, #11-00 GREAT WORLD CITY, Singapore 237994","1963-03-04"
"Amitabha Association of Singapore","","T14SS0102C","1353 SERANGOON ROAD, #02-00 , Singapore 328238","2014-07-01"
"Amitabha Buddhist Centre","","S88SS0107J","44 Lorong 25A Geylang, Singapore 388244","1988-12-30"
"Amitabha Buddhist Lodge","","T17SS0117C","73 JALAN TUA KONG, #05-06 PARK EAST, Singapore 457266","2017-07-12"
"Amitabha Buddhist Society (Singapore)","","S92SS0059H","2 Geylang Lorong 35, Singapore 387934","1992-04-30"
"Amitabha Learning Centre","","T08SS0147J","21 BUKIT BATOK CRESCENT, #03-76 WCEGA TOWER, Singapore 658065","2008-08-15"
"AMK Autopoint Tenants Association","","S99SS0157J","10 Ang Mo Kio Industrial Park 2A, #01-12 AMK Autopoint, Singapore 568047","1999-12-09"
"Amoris Music Ministry","","T12SS0120L","7 BRIGHT HILL DRIVE, #02-01 THOMSON VIEW CONDOMINIUM, Singapore 579599","2012-06-28"
"Amoy Hawkers' Association","","T22SS0045B","7 MAXWELL ROAD, MND COMPLEX, Singapore 069111","2022-03-29"
"Amriteswari Society","","S96SS0126E","3 Hindoo Road, Singapore 209106","1996-07-24"
"Amusement leisure club","","T06SS0201E","511 GUILLEMARD ROAD, #01-30 GRANDLINK SQUARE, Singapore 399849","2006-07-05"
"An Hai Association","","S48SS0012J","38 Lorong 28 Geylang, Singapore 398442","1948-01-27"
"AN YIN DIAN ASSOCIATION","","T09SS0156A","21 TOH GUAN ROAD EAST, #04-10 TOH GUAN CENTRE, Singapore 608609","2009-08-07"
"ANAK-TnK (Singapore)","","T15SS0055H","80 NERAM ROAD, SELETAR HILLS ESTATE, Singapore 807775","2015-03-31"
"Ananda Marga Yoga Society of Singapore","","S72SS0020A","57 GEYLANG BAHRU, #01-3497 GEYLANG BAHRU VILLE, Singapore 330057","1972-07-11"
"Ananias Centre","","S95SS0151B","336 ANG MO KIO AVENUE 1, #01-2079 , Singapore 560336","1995-11-20"
"Anapanasati Bhavana Centre","","T20SS0055H","52 LORONG MARZUKI, KEMBANGAN ESTATE, Singapore 417135","2020-04-14"
"Anchor Fellowship Centre","","T17SS0013F","60 PAYA LEBAR ROAD, #06-28 PAYA LEBAR SQUARE, Singapore 409051","2017-01-25"
"Anchorvale Crescent Residents' Network","","T21SS0083C","59 ANCHORVALE ROAD, SENGKANG SPORTS COMPLEX, Singapore 544965","2021-05-17"
"Ancilla Residents' Network","Compassvale Ancilla Residents' Committee","T17SS0130H","279B SENGKANG EAST AVENUE, #01-545 COMPASSVALE ANCILLA, Singapore 542279","2017-07-10"
"Andhra Bharathi Singapura","","T06SS0279H","20 Maxwell Road, #09-17 Maxwell House, Singapore 069113","2006-10-04"
"Andhra Cricket Colts","","T04SS0302D","29 Hillview Terrace, #04-06 Hillview Warehouse, Singapore 669245","2004-12-29"
"Ang Association (Singapore)","Peng Yong Ang Clan Association","S40SS0002H","37 Cuff Road, Singapore 209747","1940-05-02"
"Ang Chee Sia Ong Temple","","S85SS0065H","131 West Coast Drive, Singapore 128014","1985-09-02"
"Ang Mo Kio Avenue 4 (Neighbourhood 1) Shopkeepers' And Hawkers' Association","","S87SS0069B","163 Ang Mo Kio Avenue 4, #01-434 , Singapore 560163","1987-05-22"
"ANG MO KIO BIG TREE TUA PEK GONG","","T13SS0186L","722 ANG MO KIO AVENUE 8, #02-2835 , Singapore 560722","2013-11-08"
"Ang Mo Kio Blk 628 Hawkers Association","Blk 628 Hawker Association","T07SS0261G","18 CROSS STREET, #08-01 MARSH & MCLENNAN CENTRE, Singapore 048423","2007-10-31"
"ANG MO KIO BLK 724 HAWKERS ASSOCIATION","","T07SS0171K","808 FRENCH ROAD, #07-163 KITCHENER COMPLEX, Singapore 200808","2007-06-12"
"Ang Mo Kio Constituency Merchant's Association","","S82SS0048D","722 ANG MO KIO AVENUE 8, #02-2835 , Singapore 560722","1982-07-08"
"ANG MO KIO HUP HENG SIA ( SINGAPORE)","","T21SS0123H","34A LORONG 11 GEYLANG, Singapore 388726","2021-07-07"
"ANG MO KIO INDUSTRIAL PARK 2 ASSOCIATION","Ang Mo Kio Industrial Parks Association","S83SS0043G","5042 ANG MO KIO INDUSTRIAL PARK 2, #01-505 , Singapore 569545","1983-05-24"
"Ang Mo Kio Presbyterian Church","","T12SS0071H","5209 Ang Mo Kio Avenue 6, Singapore 569845","2012-04-24"
"Ang Mo Kio United Football Club","Bishan Arsenal Football Club","T03SS0024F","55 Hume Avenue, #04-04 Parc Palais, Singapore 598752","2003-01-08"
"Ang Mo Kio-Hougang Acacia Residents' Network","Acacia Residents' Committee @ Sengkang South","T04SS0183C","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","2004-07-02"
"Ang Mo Kio-Hougang Angsana Residents' Network","Angsana Residents' Committee @ Sengkang South","S94SS0134H","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","1994-08-25"
"Ang Mo Kio-Hougang Citizens' Consultative Committee","Aljunied-Hougang Citizens' Consultative Committee","S97SS0128B","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1997-09-09"
"Ang Mo Kio-Hougang Hibiscus Residents' Network","Hibiscus Residents' Committee @ Sengkang South","S94SS0133A","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","1994-08-25"
"Ang Mo Kio-Hougang Ixora Residents' Network","Ang Mo Kio-Hougang Zone '1' Residents' Committee","S88SS0078E","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1988-03-11"
"Ang Mo Kio-Hougang Lavender Residents' Network","Ang Mo Kio-Hougang Zone '8' Residents' Committee","S98SS0078H","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1998-04-23"
"Ang Mo Kio-Hougang Maple Residents' Network","Maple Residents' Committee @ Sengkang South","S90SS0096H","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","1990-03-20"
"Ang Mo Kio-Hougang Palmview Residents' Network","Palmview Residents' Committee @ Sengkang South","S94SS0135D","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","1994-08-25"
"Ang Mo Kio-Hougang Peony Residents' Network","Ang Mo Kio-Hougang Zone '4' Residents' Committee","S90SS0126H","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1990-10-24"
"Ang Mo Kio-Hougang Pinetree Residents' Network","Pinetree Residents' Committee @ Sengkang South","S98SS0121B","51 HOUGANG AVENUE 9, #01-01 CI YUAN COMMUNITY CLUB, Singapore 538776","1998-06-10"
"Ang Mo Kio-Hougang Plumeria Residents' Network","Ang Mo Kio-Hougang Zone '3' Residents' Committee","S89SS0071E","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1989-03-15"
"Ang Mo Kio-Hougang Raintree Residents' Network","Ang Mo Kio-Hougang Zone '2' Residents' Committee","S88SS0077J","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1988-03-11"
"Ang Mo Kio-Hougang RegentPalms Residents' Network","","T21SS0021C","51 HOUGANG AVENUE 9, CI YUAN COMMUNITY CLUB, Singapore 538776","2021-02-02"
"Ang Mo Kio-Hougang Sunflower Residents' Network","Ang Mo Kio-Hougang Zone '5' Residents' Committee","S90SS0095A","51 Hougang Avenue 9, #01-01 Ci Yuan Community Club, Singapore 538776","1990-03-20"
"Ang Mo Kio-Hougang Zone '10' Residents' Committee","Punggol Cassia Residents' Committee","T00SS0179J","662 Hougang Avenue 4, #01-413 Punggol South Constituency Secretariat, Singapore 530662","2000-08-19"
"Ang Shee General Association","","S65SS0043L","40 Lorong 24-A Geylang, Singapore 398564","1965-07-13"
"Angels' Dream","Angel's Dream","T25SS0027K","26 MAS KUNING TERRACE, #26 THE CLEMENTVALE, Singapore 126870","2025-02-27"
"Anggrik Performing Arts","","T08SS0155L","112 East Coast Road, #04-22 Katong Mall, Singapore 428802","2008-07-16"
"Angkatan Islam Singapura (Angkasa)","Angkatan Islam","S58SS0006B","60 PAYA LEBAR ROAD, #07-54 PAYA LEBAR SQUARE, Singapore 409051","1958-08-06"
"Angkatan Pelukis Aneka Daya (Association of Artists of Various Resources)","","S63SS0044H","57 GENTING LANE, #05-00 GANI BUILDING, Singapore 349564","1963-12-05"
"Angkatan Sasterawan `50 (Association Of 1950 Malay Writers)","","S51SS0008C","2 PASIR RIS LINK, #04-01 RIPPLE BAY, Singapore 518184","1951-06-22"
"Anglican High School Alumni Association","Anglican High School Alumni","S66SS0010B","600 Upper Changi Road, Singapore 487012","1966-05-21"
"Angora Brethren Chapel","","T03SS0149J","3 Pasir Panjang Hill, Singapore 118827","2003-10-14"
"Anhui Chamber of Commerce (Singapore)","","T11SS0183B","21 Bukit Batok Crescent, #23-80 Wcega Tower, Singapore 658065","2011-10-11"
"Anhui University of Technology Alumni Association Singapore","","T26SS0078C","3 ANSON ROAD, #26-01 SPRINGLEAF TOWER, Singapore 079909","2026-04-23"
"Animal Concerns Research and Education Society","","T01SS0121K","91 Jalan Lekar, Singapore 698917","2001-05-24"
"Animal Lovers League","","T02SS0040E","171C CYPRUS ROAD, Singapore 759711","2002-03-25"
"Anjung Satria Budaya (ASTRIA)","Anjung Satria Budaya (ASB)","T21SS0145K","49 LENGKONG EMPAT, Singapore 417634","2021-09-06"
"Ann Jin Kiong","","S85SS0044B","18 Hougang Street 11, Singapore 538747","1985-05-15"
"Ann San Temple","","S84SS0084F","489 Serangoon North Avenue 1, Singapore 555891","1984-12-06"
"Ann Shan Temple Zheng Shan Gong","","T24SS0143L","1 JALAN ASAS, FUYONG ESTATE, Singapore 678751","2024-11-14"
"Ann Shen Gong","","T01SS0173E","109 GEYLANG ROAD, #02-01 , Singapore 389215","2001-08-23"
"Ann Shen Gong Dragon and Lion Dance Troupe","","T08SS0250L","12C Lorong 22 Geylang, #12-C Sam Sui Wui Kun, Singapore 398671","2008-12-22"
"Annamalai University Alumni Association (Singapore Chapter)","","S98SS0037C","668 CHANDER ROAD, #02-08 , Singapore 210668","1998-05-14"
"Ansar Residents' Network","Ansar Residents' Committee","S80SS0074C","32 CHAI CHEE AVENUE, #01-218 ANSAR GARDEN, Singapore 461032","1980-04-24"
"Anthonian Alumni","","T16SS0065G","30 BUKIT BATOK STREET 32, ST. ANTHONY'S PRIMARY SCHOOL, Singapore 659401","2016-04-01"
"ANTIOCH CENTRE FOR THE NATIONS","","T14SS0008K","1 PEMIMPIN DRIVE, #09-08 ONE PEMIMPIN, Singapore 576151","2014-01-16"
"Antioch Chapel","","T05SS0082K","7 GENTLE ROAD, GENTLE VIEW, Singapore 309135","2005-07-12"
"Antioch Missions","","S95SS0015H","105 SIMS AVENUE, #10-01 CHANCERLODGE COMPLEX, Singapore 387429","1995-07-07"
"Anton Bruckner Society (Singapore), The","","S96SS0147L","208 Ang Mo Kio Avenue 1, #12-995 , Singapore 560208","1996-06-15"
"ANXI NAN HAI TAN","","T22SS0018H","209 NEW UPPER CHANGI ROAD, #03-631  , Singapore 460209","2022-02-05"
"AOTS Alumni Society of Singapore","Alumni of the Association of Overseas Technical Scholarship, Singapore (Alumni of AOTS, Singapore)","S89SS0001C","51 Bukit Batok Crescent, #06-47 Unity Centre, Singapore 658077","1989-03-14"
"Aoxiang Counselling Service","","T05SS0095C","480 LORONG 2 TOA PAYOH, TOA PAYOH METHODIST CHURCH, Singapore 319641","2005-03-31"
"APAC Society for Cellular Agriculture","","T22SS0032J","55 JALAN BUNGA RAMPAI, #06-09 OASIS GARDEN, Singapore 538422","2022-03-04"
"Apex Club of Bukit Timah, The","","S76SS0022B","2 Taman Mas Merah, Singapore 128128","1976-03-12"
"Apex Club of Singapore (City), The","The Apex Club Of Singapore","S64SS0013B","119 Bukit Merah View, #01-85 , Singapore 152119","1964-09-25"
"Apex Community Services","Apex Community Service","T06SS0247A","119 Bukit Merah View, #01-85 , Singapore 152119","2006-11-20"
"Apex Day Rehabilitation Centre For Elderly","Apex Day Care Centre for Elderly","S89SS0091D","119 Bukit Merah View, #01-85 , Singapore 152119","1989-11-15"
"Apex Elites Club","","T08SS0249C","1 Flora Drive, #07-07 , Singapore 507009","2008-12-22"
"Apex Harmony Lodge","","S95SS0086F","10 Pasir Ris Walk, Singapore 518240","1995-05-19"
"APICS-Association for the Promotion of the Italian Culture in Singapore","","T09SS0098L","600 NORTH BRIDGE ROAD, #13-05 PARKVIEW SQUARE, Singapore 188778","2009-05-06"
"APKIM Center For Social Services (ACOSS)","","T06SS0106E","2 KALLANG AVENUE, #09-14 CT HUB, Singapore 339407","2006-10-03"
"Apnea Association of Singapore","","T15SS0026L","3 Jalan Binchang, Singapore 578580","2015-02-25"
"Apolitical","","T10SS0063G","81 VICTORIA STREET University, Singapore Management, Singapore 188065","2010-03-19"
"Appamada Buddhist Society","","T26SS0008A","22 SIN MING LANE, #05-75 MIDVIEW CITY, Singapore 573969","2026-01-15"
"Appendix Ultimate","","T23SS0149D","53 UBI AVENUE 1, #05-15 PAYA UBI INDUSTRIAL PARK, Singapore 408934","2023-12-20"
"Aprilia Riders Club (Singapore)","","T12SS0039L","90 Yio Chu Kang Gardens, Singapore 568137","2012-03-05"
"Aqua Yoga Alliance International","","T19SS0152J","134 JURONG GATEWAY ROAD, #04-309E JURONG GATEWAY, Singapore 600134","2019-07-26"
"Aquarian Aquatic Alliance","","T22SS0080J","506 CHAI CHEE LANE, #07-02 BOXPARK @ CHAI CHEE, Singapore 469026","2022-06-14"
"AquaTech Swimming Club","","T19SS0065L","1 RAFFLES INSTITUTION LANE, RAFFLES INSTITUTION (JUNIOR BLOCK), Singapore 575954","2019-04-05"
"Aquatic Fitness Exercise & Therapy Association","","T25SS0005H","61 BUKIT BATOK CRESCENT, #03-7H HENG LOONG BUILDING, Singapore 658078","2025-01-23"
"Aquatic Masters Swim Club","","T08SS0077L","38 Jalan Chempaka Puteh, Singapore 489034","2008-03-01"
"Aquatic Performance Swim Club (Singapore)","","S96SS0142J","208 Bishan Street 23, #01-391 , Singapore 570208","1996-07-08"
"Aranda Country Club","","S93SS0136F","60 Pasir Ris Drive 3, Singapore 519497","1993-04-20"
"Arc@Tampines Residents' Network","","T19SS0263A","5 TAMPINES AVENUE 3, TAMPINES WEST COMMUNITY CLUB, Singapore 529705","2019-12-20"
"Arcadia University MBA Alumni Association (Singapore)","","T11SS0211K","168 JALAN BUKIT MERAH, #04-07 Connecttion One Tower 3 (04-07, Singapore 150168","2011-11-22"
"ARCARIUS ARCHERY CLUB","","T12SS0096J","2 SHANGRI-LA CLOSE, Singapore 568246","2012-05-24"
"ARCH PERFORMING ARTS","","T12SS0031K","204 JALAN EUNOS, #03-46 EUHABITAT, Singapore 419546","2012-02-16"
"Archangels Archery Club","","T23SS0145J","5 BUKIT BATOK EAST AVENUE 2, CHURCH OF SAINT MARY OF THE ANGELS, Singapore 659918","2023-12-06"
"Archery Association of Singapore","","S69SS0005C","3 STADIUM DRIVE, #01-33 SINGAPORE SPORTS HUB, Singapore 397630","1969-07-22"
"Archery Club of Singapore","The Singapore Company Of Archers","S65SS0036E","37 FERNVALE LANE, #02-16 PARC GREENWICH, Singapore 797353","1965-04-14"
"Architecture Alumni Association National University of Singapore","","S96SS0043C","50 Eu Tong Sen Street, Old Thong Chai Building, Singapore 059803","1996-02-23"
"Arise Community Services","","T18SS0079F","95 PASIR RIS GROVE, #07-36 NV RESIDENCES, Singapore 518192","2018-06-13"
"ARJAHN SENG CENTRE","","T12SS0188J","4A LORONG 1 GEYLANG, Singapore 389116","2012-10-01"
"Armwrestling (Singapore)","","T20SS0037A","1010 DOVER ROAD, #01-380V SINGAPORE POLYTECHNIC (SP GRADUATES GUILD CLUB HOUSE), Singapore 139658","2020-03-02"
"ARSENAL (SINGAPORE) CLUB","","T06SS0291F","26 JALAN TARUM, SEMBAWANG HILLS ESTATE, Singapore 576745","2006-11-06"
"ARSOM RATANA SHINA THAWA BUDDHIST SOCIETY (SINGAPORE)","","T13SS0065C","507 GEYLANG ROAD, Singapore 389463","2013-04-22"
"Art Education Society of Singapore","","T23SS0139K","6 TAMPINES STREET 92, #01-02 YO:HA @ TAMPINES, Singapore 528893","2023-11-23"
"Art Galleries Association (Singapore)","","S96SS0109E","47 MALAN ROAD, #01-25 GILLMAN BARRACKS, Singapore 109444","1996-03-29"
"Art of Living Centre","","S94SS0152D","433 RACE COURSE ROAD, Singapore 218679","1994-11-07"
"Art Science-Tech Society (Singapore)","","T25SS0120G","71 AYER RAJAH CRESCENT, #04-01 JTC LAUNCHPAD @ ONE-NORTH, Singapore 139951","2025-07-31"
"Art Star Arts Society","","T01SS0177L","114 Lavender Street, #02-66 CT Hub 2, Singapore 338729","2001-09-24"
"Art Station","","T06SS0228J","531 UPPER CROSS STREET, #04-09 HONG LIM COMPLEX, Singapore 050531","2006-08-02"
"Art Talent Society (Singapore)","","T22SS0031B","261 WATERLOO STREET, #04-33 WATERLOO CENTRE, Singapore 180261","2022-02-28"
"Art Therapists' Association (Singapore)","ATAS","T08SS0173G","10 ANSON ROAD, #26-04 INTERNATIONAL PLAZA, Singapore 079903","2008-08-28"
"Artiste Seni Budaya","","T16SS0122A","21 WOODLANDS CLOSE, #02-21 PRIMZ BIZHUB, Singapore 737854","2016-06-17"
"Artistes & Performers' Association","","T07SS0169F","68 LORONG 16 GEYLANG, #05-01 ASSOCIATION BUILDING, Singapore 398889","2007-08-28"
"Artistes Christian Fellowship, The","","S88SS0053D","18 VERDUN ROAD, #03-01 CRU CENTRE, Singapore 207280","1988-08-23"
"Artistry In Movement (AIM) Ice Skating Club","","T14SS0058B","13D HILLCREST ROAD, HILLCREST VILLA, Singapore 286735","2014-04-11"
"Artists Association Singapore","","T16SS0143G","111 MCNAIR ROAD, #01-225 , Singapore 320111","2016-08-11"
"Artists Society of Singapore","Artists Society of (Singapore)","T02SS0198L","10 KAMPONG EUNOS, Singapore 417775","2002-09-04"
"Artists Village, The","","S92SS0010B","116 Yishun Ring Road, #06-649 , Singapore 760116","1992-02-12"
"ARTS & CULTURE SOCIETY OF SINGAPORE","","T12SS0227G","135 MIDDLE ROAD, #04-14 , Singapore 188975","2012-11-21"
"Arts and Culture Promotion Association","","T22SS0068L","101 UPPER CROSS STREET, #B1-10 PEOPLE'S PARK CENTRE, Singapore 058357","2022-06-02"
"Arts Association of Singapore","","T18SS0023E","333 BELGRAVIA DRIVE, BELGRAVIA GREEN, Singapore 804345","2018-02-12"
"Arts Focus","","T05SS0254B","10 ANSON ROAD, #27-15 INTERNATIONAL PLAZA, Singapore 079903","2005-09-26"
"Arts For Us All","","T03SS0033D","2 Alexander Road, #04-01C Delta House, Singapore 159919","2003-01-16"
"Arts Group (Perkumpulan Seni)","","S57SS0019A","10 Anson Road, #18-17 International Plaza, Singapore 179094","1957-02-15"
"Arts Sphere","","T06SS0245J","231 Bain Street, #02-95 Bras Basah Complex, Singapore 180231","2006-12-11"
"Arts Without Limits","","T04SS0226G","26E Lorong How Sun, Singapore 536537","2004-09-28"
"Arulmigu Murugan Temple","Jurong Temple Society","S75SS0033J","281 Jurong East Street 21, Singapore 609605","1975-08-25"
"Arulmigu Velmurugan Gnana Muneeswarar Temple","","T00SS0127C","50 Rivervale Crescent, Sengkang, Singapore 545029","2000-06-24"
"Arya Samaj Singapore","","S62SS0019A","113 Syed Alwi Road, Singapore 207681","1962-07-21"
